ticker_id,CNN,LSTM,LogReg,MLP
0,0.4583333333333333,0.7083333333333334,0.5,0.6666666666666666
1,0.4878048780487805,0.6341463414634146,0.5365853658536586,0.6097560975609756
2,0.4634146341463415,0.4634146341463415,0.4634146341463415,0.4634146341463415
3,0.5833333333333334,0.625,0.375,0.4583333333333333
4,0.375,0.6666666666666666,0.375,0.4166666666666667
5,0.875,0.5833333333333334,0.75,0.6666666666666666
