ticker_id,ticker,n_days,avg_tweets_per_day,median_tweets_per_day,sent_mean_avg,sent_mean_std
0,AAPL,260,4.884615384615385,5.0,-0.08585645009157508,0.3206951254835708
1,BTC,365,7.6876712328767125,8.0,-0.09053213448575778,0.2952258801889055
2,ETH,365,7.813698630136987,8.0,-0.0853458529917571,0.3007792829207808
3,MSFT,260,4.923076923076923,5.0,-0.05019551098901098,0.32001566185044067
4,SAP,260,5.119230769230769,5.0,-0.07409361630036629,0.3106431030708818
5,TSLA,260,4.946153846153846,5.0,-0.09181434890109891,0.32775405270240526
