date,ticker_id,close,n_tweets,sent_mean,sent_std,close_fwd,y,ret,ret_lag1,sent_mean_lag1,sent_std_lag1,n_tweets_lag1
2023-01-04,0,249.9293303917757,-0.7733368051546465,-0.1190456373094604,0.8895392007292221,251.7793162432857,1,0.32818919381884654,-0.3776748209853992,1.4947437602072493,0.3286974122785919,-0.41212070782790616
2023-01-05,0,248.505651179881,0.6676929438211645,-0.7927658058453155,0.7066643918777322,252.4564497849871,1,-0.31065398444799147,0.3281829103868242,-0.12004472265316996,0.8883424224817381,-0.772059225312135
2023-01-06,0,248.9057898378156,-1.1335942423985994,-0.2965795585174575,0.49966579468390293,253.564952445816,1,0.10314515911258326,-0.30922032075926587,-0.7935685126685392,0.7052691765242759,0.6676948446247805
2023-01-09,0,251.7793162432857,0.6676929438211645,-0.6810553478877689,-0.39502909339363584,253.7551989263583,1,0.6657764487189706,0.1036461230314616,-0.29752689559770235,0.49804596554779695,-1.1319977427963641
2023-01-10,0,252.4564497849871,-0.7733368051546465,1.1245131141695686,0.4674784433184279,253.1494200258476,1,0.16426571320693942,0.6650092464695737,-0.6818906165007104,-0.3976197542448006,0.6676948446247805
2023-01-11,0,253.564952445816,-0.4130793679106937,0.12087552127513616,0.5906376252454486,251.0328235047157,0,0.2606275547957639,0.16462891191382087,1.1231515515850732,0.4658236877488017,-0.772059225312135
2023-01-12,0,253.7551989263583,-0.7733368051546465,0.5945342214901511,-0.11773354455699064,252.7712838824989,0,0.05444572686541294,0.2607735547266918,0.11980650279841906,0.5891165094690175,-0.41212070782790616
2023-01-13,0,253.1494200258476,-1.1335942423985994,-0.47896181692603135,1.3221424386603007,252.4491488664708,0,-0.12324700093704329,0.055056458892697197,0.593327139171638,-0.1200233125374767,-0.772059225312135
2023-01-16,0,251.0328235047157,-1.1335942423985994,2.0366628490255807,-2.6864601013651273,261.1722262699735,1,-0.4615691496325845,-0.12223575100414227,-0.4798559925310201,1.3214150773604458,-1.1319977427963641
2023-01-17,0,252.7712838824989,-0.05282193066674097,0.30943609790870685,0.4092834224306113,267.6778565848674,1,0.4041596061687953,-0.45979532443790944,2.0350354095625853,-2.6915371896286446,-1.1319977427963641
